Coverage,Date,Description,Rarity,Sense of the Modern,Source,Title,added,collection_id,collection_resource,collection_url,extended_resources_exhibit_pages,featured,files_count,files_resource,files_url,id,item_type_id,item_type_name,item_type_resource,item_type_url,modified,owner_id,owner_resource,owner_url,public,tags,url
None,ca. 1920,"A manuscript, unpublished(?), typewritten:
No Malory of old romance,
	No Crusoe tale, it seems to me,
Can equal in rich circumstance
	This telephone directory.

No ballad of fair ladies’ eyes,
	No legend of proud knights and dames,
Can fill me with such bright surmise
	As this great book of numbered names!

How many hearts and lives unknown,
	Rare damsels pining for a squire,
Are waiting for the telephone
	To ring, and call them to the wire.

Some wait to hear a loved voice say
	The news they will rejoice to know
At Rome 2637J
	Or Marathon 1450!

And some, perhaps, are stung with fear
	And go with apprehensive tread:
The message they expect to hear
	Means life or death or daily bread.

A million hearts here wait our call,
	All naked to our distant speech ---
I wish that I could sing them all
	And have some welcome news for each!",8,4,None,"""On First Looking into a New Telephone Directory""",2014-11-17T06:08:27+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=256,256,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-17T06:08:27+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,None,http://ds.haverford.edu/lancasterproject/api/items/256
"POINT(-8373272.7644196 4861643.0749887)|POLYGON((-8373439.970419 4861571.4152747,-8373239.3232198 4861595.3018461,-8373215.4366484 4861428.0958467,-8373430.4157905 4861404.2092754,-8373435.1931047 4861413.7639039,-8373439.970419 4861571.4152747))|15|-8373604.7877612|4861813.8639738|osm
49th Street and the north side of Wyalusing Avenue","Unknown. Judging by atlases from the late 19th century and early 20th century, between 1900 and 1920.","In stark contrast to the 1875 lithograph of Our Mother of Sorrows Cathedral Cemetery (see the entry “A Shining Vision), the exterior of St. John’s Orphan Asylum appears dark, grey, and foreboding. The NO TRESPASSING sign in the front yard, the pointed iron fences, and the view of the exterior from the cemetery side of the street add to this feeling of foreboding. The fences and the sign also indicate an imposed isolation of the boys from the outside world given that the asylum is now surrounded on all sides by the burgeoning working class neighborhoods (see the shed peeking out from the left side of the frame). Also, note the power lines and sidewalks that further wall the institution in. Question: Why are the trunks of the trees out front painted white??",6,5,"St. John’s Orphan Asylum. Photograph, n.d. PAHRC.",The True Façade of St. John’s,2014-11-17T19:43:36+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=257,257,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T16:02:55+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"building, change, electricity, exterior, Lancaster Avenue Arcades, neighborhood, orphanage, photography",http://ds.haverford.edu/lancasterproject/api/items/257
"||||osm
West Philadelphia, PA",None,"Stanza from poem published in Lancaster Ave. News by Douglass Malloch, titled ""Virtue.""

They call it virtue--to set teeth,
        Square shoulders, wear a smile
When grief is gnawing underneath,
         Some sorrow, all the while.
They call it virtue--not to speak,
      Ask comfort, or complain,
Yes, even when the heart grows weak 
     With weariness or pain.

They call it virtue--yet I doubt
     If we need doubt so much
The brotherhood of those about
    We must not tell or touch
They call it virtue--thus to bear
     Our burdens all alone,
And yet I doubt if none would care,
   If other hearts are stone

They call it virtue--yet I know 
     The world is much more kind,
Is quick its fellowship to show 
   To burdened heart or mind.
They call it virtue--it may be
    A selfishness, a sin,
To doubt all human sympathy,
    And hide the hurt within

The havoc wreaked by Stock Market Crash demands reassessment of  nature of virtue itself. 
",8,2,"
Lancaster Ave. News [Philadelphia] January 10. 1932. Print.
","""Virtue""",2014-11-18T02:26:17+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=258,258,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-18T02:26:17+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"poetry, Virtue",http://ds.haverford.edu/lancasterproject/api/items/258
"||||osm
Truck Co. 1, 2nd st. and Fairmount Ave. West Philadelphia, PA","January 10, 1932","Excerpt from front-page column in Lancaster Ave. News""

""Identity of an attractive young woman, apparently an amnesia victim, who wandered into the head-quarters of Truck Co. 1, 2nd st. and Fairmount Ave., shortly before 1 A.M is a problem for the police to solve.

She asked fireman on duty to take her home, but was unable to remember any events of her past life except she had known Monsignor Michael C. Donovan, rector of St. Agatha's Church. Monsignor Donovan died in June, 1927.""

",8,3,"
Lancaster Ave. News [Philadelphia] January 10-17. 1932. Print.
","""Amnesia Victim""",2014-11-18T02:34:28+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=259,259,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:23:02+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,fire,http://ds.haverford.edu/lancasterproject/api/items/259
"POLYGON((-8372053.3549532 4861088.2424327,-8372084.4074959 4861045.2466043,-8371993.6385248 4860980.7528616,-8371964.9746392 4861007.0280901,-8372053.3549532 4861088.2424327))|16|-8372109.4883958|4860984.5224612|osm
4200 block of Lancaster Avenue","January 10, 1932","""The progress of the 4200 block of Lancaster avenue goes on unimpeded. Within the last short while, a real estate office and a luncheonette have opened within this block, which is renowned for its brightness and for its alert business men.""

Business men as street fixtures.",8,3,"Lancaster Ave. News [Philadelphia] January 10. 1932. Print.
","""4200 Block Progress""",2014-11-18T02:41:36+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=260,260,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-01T17:27:35+00:00,6,users,http://ds.haverford.edu/lancasterproject/api/users/6,True,"Lancaster Avenue Arcades, Progress",http://ds.haverford.edu/lancasterproject/api/items/260
"|15|-8383082.979268|4867197.8971529|osm
","September, 1937","In 1937, Margaretta Hinchman strolled through Haverford's campus and recorded her impressions of several of the trees. Perhaps remembered hours later (it is unlikely she carried a typewriter with her), the wide range of observations is instructive to understanding the perception of nature along modern Lancaster Avenue.

Some entries are pseudo-scientific in their objectivity. Take the following: ""6. A Group of Elms — Six Elms, 3 English 3 American"" and ""2. Oak on Quad. — As Broad as it is Long."" Simulated nature allows for man to know and control the natural spaces around which would otherwise prove daunting in their vacuum-like meaninglessness.

Other entries read as charmingly absurd, such as ""8. White Pine, Entrance to Bird Sanctuary — The Birds' Xmas Candles which are lighted in June."" Even more entries exhibit a certain playfulness: ""4. Osage Orange — Playground of the Professor's Children"" and ""15. Group of Tulip Poplars — A shady nook that calls for a Book."" Since simulated nature is an environment controlled by man, what would otherwise be seen as a paranormal threat to the rational understandings of modernity becomes instead a benign flight of fancy. 

The distinction of simulated versus genuine natural space is recorded outright in Hinchman's observations as well. ""10. Two Tulips, — Nature's Gateposts, entrance to woods beyond the farm."" creates the cognitive divide between the two types of natural space by invoking the liminality of a gateway. The stark contrast between woods and farmland too serves to illuminate the vastly different experiences of genuinely natural versus simulated natural spaces.",10,5,"Margaretta S. Hinchman, Trees on the Haverford College Grounds, unpublished, in Haverford College Special Collections.",Reflections about Haverford's Trees,2014-11-18T23:34:49+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=261,261,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T16:02:55+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"Lancaster Avenue Arcades, nature/vacuum, observation, trees",http://ds.haverford.edu/lancasterproject/api/items/261
"POLYGON((-8380699.0994483 4866439.4985131,-8380690.7391483 4866435.9155274,-8380683.5731769 4866449.0531416,-8380694.322134 4866451.4417987,-8380699.0994483 4866439.4985131))|17|-8380705.6682554|4866394.8044987|osm
37 Chatham Road, Ardmore PA. April 24, 1985.","April 24, 1985","The Main Line Board of Realtors sales card for 37 Chatham Road in Ardmore claims the proximity the house specifically has to 'everything.' In many ways, by 1985, the short walk to the Septa train could mean a quick trip to Tokyo or maybe Algiers. Railway stations and their tangible presence vis-a-vis housing communities broadens the living space to become more than just the home, but a possibility of connection to the world in a new abode.",4,5,"Main Line Board of Realtors Sales Card for 37 Chatham Road, Ardmore PA. from Lower Merion Historical Society, 506 Bryn Mawr Ave, Bala Cynwyd, PA 19004.",A Short Walk to Everything,2014-11-19T01:15:14+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=262,262,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-20T16:02:55+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,Lancaster Avenue Arcades,http://ds.haverford.edu/lancasterproject/api/items/262
"POLYGON((-8380780.3137907 4866662.8379547,-8380622.6624199 4866586.4009264,-8380756.4272194 4866400.08567,-8380851.9735047 4866357.0898416,-8380894.9693331 4866476.5226983,-8380780.3137907 4866662.8379547))|15|-8380562.9459916|4866531.83504|osm
The McClatchy Ardmore Tract, 1926",1926,"The image of the single side of a twin home standing out of the blank page simultaneously misrepresents the neighborhood and expresses the innate connection to the past-life of the Victorian estate. This distorted reproduction of the estate in the suburban home, despite the attempt to disengage the image of the ‘tract’ from the modern life of expressed technology, constantly depends and is referenced through the logic of technology. The advertisement itself distorts the image of the McClatchy home, separating the single home from its twin—a factor of dishonesty, maybe, but also of unconscious replication of the ‘dream’ house of the 1926 homebuilder.",5,5,"McClatchy Advertisement for Ardmore, 1926. Shotwell, Sarah and Abby Merlis. “The John H. McClatchy Building,” web source designed for University of Pennsylvania Historic Preservation Course.
http://www.brynmawr.edu/iconog/uphp/jhmcl/JohnMcClatchyintro.htm","John H. McClatchy, 'builder of homes'",2014-11-19T01:22:29+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=263,263,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-19T01:22:29+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/263
"||||osm
Suburban Square",None,"In 1936, a contest was held to name the suburban shopping center in Ardmore. The act of naming brings with it the joy of establishing an identity. The competition and violence present in all other instances of naming is both embodied and obscured by the existence of such a contest. The contest as simulacra. ",6,3,"Lower Merion Historical Society. 2000. The First 300: The Amazing and Rich History of Lower Merion. Ardmore, Pa: Lower Merion Historical Society. P. 126.",Naming Contest,2014-11-19T03:58:09+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=264,264,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-19T03:58:09+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,None,http://ds.haverford.edu/lancasterproject/api/items/264
"POLYGON((-8373449.5250479 4861576.1925892,-8373234.5459058 4861600.0791605,-8373205.8820202 4861432.8731612,-8373435.1931051 4861404.2092755,-8373449.5250479 4861576.1925892))|15|-8373423.2498194|4861732.6496314|osm
49th Street and Wyalusing Avenue",None,"Philadelphia ex-policeman and former president of the Fraternal Order of Police, Robert Hurst, recounted the traumatic toll the asylum had on his emotional growth in the entry Orphan of Circumstance. Out of the few positive memories he had of St. Johns, the strongest was of a Sister Egberta McGee, whose warmth and kindness was able to brighten his otherwise dreary childhood:  “Small woman, dribbled from her mouth when she taught, but she'd grab you by the face and hold you close and say, 'God love you.' She showed affection to me. Even when you did something wrong, she'd hit you softly and then she'd reach way down into her habit, down near her shoes, and give you some hard candy with fuzz balls on it. She was so good, so loving. . . . "".
It is no coincidence then that, years later, a newspaper photographer captured Hurst and other former inmates paying their respects at the grave of Sister Egberta.",7,3,"Dubin, Murray. “Growing Up In An Orphanage: Two Men And One Woman Look Back To The Years They Spent There. They Got Everything They Needed - Except Love.” Philly.com, January 11, 1995. http://articles.philly.com/1995-01-11/living/25711790_1_orphanage-sisters-teenage-mothers.",A Light in Darkness,2014-11-19T04:23:20+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=265,265,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-01T04:31:58+00:00,12,users,http://ds.haverford.edu/lancasterproject/api/users/12,False,"love, nun, orphanage",http://ds.haverford.edu/lancasterproject/api/items/265
"POINT(-8389362.205470338 4871000.929837522)|16|-8389406.3956273|4871138.4642366|osm
",11/3/14,"Not far into Martha Brown's Woods stands an abandoned one room hut. It's initial use is unclear, but two broken sinks lying outside suggest it may have been used as a washing and storage building of some sort — it's too small to be a bathroom and the doors have always been see-through.

Since it was abandoned, those who venture into the woods have found it to be a good place for drinking. Several empty cases of beer lie scattered on the floor and around the outside of the hut, suggesting multiple visits. Shows impulse to reinhabit abandoned space, provide new meanings in vacuum.",10,4,"Photos by Robert Hillinck, 11/3/14",A Repurposed Ruin in the Woods,2014-11-19T04:30:41+00:00,None,None,None,None,False,4,files,http://ds.haverford.edu/lancasterproject/api/files?item=266,266,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-20T16:02:55+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"alcohol, Drugs, Lancaster Avenue Arcades, nature/vacuum, ruins",http://ds.haverford.edu/lancasterproject/api/items/266
"POINT(-8389375.8964858 4871044.6428529)|16|-8389279.1558719|4871177.3999376|osm
",11/3/14,"Although natural spaces develop vacuums of meaning in modernity, there is an equal, largely paradoxical understanding that trees last, carrying potential meanings (or unmeanings) for much longer than the decreasingly durable technologies of consumer capitalist society.

For this reason, we see people inscribe their names, important dates, and other personal information into the bark of trees. Perhaps the paranormal power of the woods can imbue a summer tryst with the longevity that marks the inscription made to commemorate it?",5,4,"Photos by Robert Hillinck, 11/3/14",Vandalism in the Woods,2014-11-19T05:40:45+00:00,None,None,None,None,False,2,files,http://ds.haverford.edu/lancasterproject/api/files?item=267,267,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-20T16:02:54+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"Lancaster Avenue Arcades, nature/vacuum, trees",http://ds.haverford.edu/lancasterproject/api/items/267
None,1907,"On a piece of paper: “Actually I am so made, or so twisted, that I do not like to think of a life without the red wine on the table and the tobacco with its lovely little coal of fire.”",7,4,"Christopher Morley, ""Christopher D. Morley. February 20, 1907. Haverford College,"" 1907.",Life with red wine,2014-11-19T15:12:56+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=268,268,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:23:02+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,fire,http://ds.haverford.edu/lancasterproject/api/items/268
None,1910,"CDM’s graduating thesis on Stevenson. In a chapter he portrayed Stevenson as a humorist: “The various aspects of Stevenson’s literary work have received probably all the attention that is their due. As poet, essaying, moralist, dramatist, letter writer, and author of stunning fiction he has received the homage of the world. But it seems to me that his humorous work has generally been passed over in unnecessary silence.”",7,4,"Christopher Morley, ""Notes for Graduating Thesis. Haverford College, 1910,"" 1910.",Stevenson as a humorist,2014-11-19T15:18:44+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=269,269,18,Person,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/18,2014-12-03T16:26:02+00:00,10,users,http://ds.haverford.edu/lancasterproject/api/users/10,False,high-spirited triviality and the joke,http://ds.haverford.edu/lancasterproject/api/items/269
"||||osm
Bryn Mawr",None,"""When the Pennsylvania Railroad began developing the [Main Line] as an elite suburb, it found many of the existing place names too plebian for its aristocratic plans. In common with suburban real estate speculators nationwide during the period, the railroad wanted more sylvan names. It chose a series of Welsh and Celtic names for its stations and streets.""

One of the names chosen was Bryn Mawr. The name was originally given to the area by Rowland Ellis, the once-wealthy Quaker who ended his life in a state of financial unrest. The aristocratic society of Bryn Mawr unknowingly predicates its identity on failed capitalistic pursuit.",7,4,"Lower Merion Historical Society. 2000. The First 300: The Amazing and Rich History of Lower Merion. Ardmore, Pa: Lower Merion Historical Society.",Bryn Mawr's Ironic Identity,2014-11-19T15:43:25+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=270,270,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-19T15:43:25+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,Names,http://ds.haverford.edu/lancasterproject/api/items/270
"|8|-8429475.4781158|4883435.9883471|osm
",None,"One map of Lancaster, Chester, and Montgomery Counties as they were in 1819 as compared with the Google Maps documentation of the same area today.",5,4,"Sheafer, P.W. Historical Map of Pennsylvania: With a History of Indian Treaties and Land Titles Showing the Indian Names of Streams, and Villages, and Paths of Travel; the Sites of Old Forts and Battlefields; the Successive Purchase from the Indians; and the Names and Dates of Counties and County Towns; with Tables of Forts and Proprietary Manors. Lewisburg, PA: Wennawood, 2004. Print",Then and Now,2014-11-19T17:36:46+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=271,271,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-19T17:36:46+00:00,7,users,http://ds.haverford.edu/lancasterproject/api/users/7,False,None,http://ds.haverford.edu/lancasterproject/api/items/271
"POINT(-8384177.8506405 4869926.7443867)|14|-8384302.0608114|4869702.9570715|osm
",1929,"Political reality as joke, joke as political reality",9,4,"“OUTCROP,” 1929, Box 1, Folder 27. Rita Rubinstein Heller Collection on the Bryn Mawr Summer School for Women Workers in Industry. Bryn Mawr College Special Collections, Bryn Mawr College, Bryn Mawr, PA.",Cartooning Political Reality and Personal Anxiety,2014-11-19T18:10:55+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=272,272,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T16:26:01+00:00,8,users,http://ds.haverford.edu/lancasterproject/api/users/8,True,"class, collective, consciousness, high-spirited triviality and the joke, humor, joke",http://ds.haverford.edu/lancasterproject/api/items/272
"|15|-8384042.7311595|4869804.452308|osm
",1937,"""Dishes"" ""Dishes again"" and ""Still Dishes"" comically play on work and routine, while as a whole the day extends leisurely, crossing campus to the best places to star gaze and listen to music in assembly.",7,3,"<em>Shop and School, </em>1937. Box 1, Folder 34. Rita Rubinstein Heller Collection on the Bryn Mawr Summer School for Women Workers in Industry. Bryn Mawr College Special Collections, Bryn Mawr College, Bryn Mawr, PA.",A Day At Bryn Mawr- Leisurely Learning and Endless Dishes,2014-11-19T18:21:27+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=274,274,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-12-03T00:06:57+00:00,8,users,http://ds.haverford.edu/lancasterproject/api/users/8,False,"idleness and pleasurable looking, Lancaster Avenue Arcades, leisure, play, routine",http://ds.haverford.edu/lancasterproject/api/items/274
"POINT(-8383899.0807767 4870095.0176586)|15|-8384064.7173493|4870099.638083|osm
What is now the Marie Salant Neuberger Centennial Campus Center at Bryn Mawr College.",1929,"Sun Bathers
Vera Chandler

On top of the Bryn Mawr Gymnasium is a flat roof with a three-foot wall around it. This roof is used by the students to take sun baths. One day several girls went rushing up, all talking and laughing at the same time.

‘My goodness! What a hot place!’
‘Say, you didn’t expect it to be cold, did you?’
‘No, but I didn’t think it would be like this. Look at the floor, how bare and dirty it is. Why don’t they put some rugs out here for us to sit on?’
‘Sit on! Oh, you give me a pain. You don’t think you’re going to sit up, do you?’
“Yes.”
‘Well, you won’t. come on and let’s fix up some cots to lie down on.’
‘Ouch! This floor feels like an oven! I’ll be stewing in a minute.’
‘Oh, that’s nothing. I’ll bet I can fry eggs on my back right now.’
‘Look’, exclaimed a red-haired girl. ‘Look at the freckles on my back! It makes me cross-eyed trying to count them.’
‘Don’t try, then. It’s impossible, anyway. Every time I look at you I think I am looking through a muddy windshield.’
‘When I look at you I feel like laughing. See that person over there in the corner? You look just like her.’
‘What’s wrong with her?’
‘Those legs—like a giraffe’s neck when he’s swallowed an alarm-clock that won’t go down right.’
‘Well! What about yourself?’
‘Oh, I’m all right.’
‘All right! Don’t be so funny—‘
‘Listen, I hear something’, said a girl in the corner who had been quiet all this time. ‘it’s an airplane flying low. Come on girls, make a dive for the door.’""",10,5,"Chandler, Vera. ""Sun Bathers,"" in<em> OUTCROP,</em> 1929, Box 1, Folder 27. Rita Rubinstein Heller Collection on the Bryn Mawr Summer School for Women Workers in Industry. Bryn Mawr College Special Collections, Bryn Mawr College, Bryn Mawr, PA.",Sunbathing--risk of airplanes will apply,2014-11-19T18:33:19+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=275,275,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-12-03T00:03:50+00:00,8,users,http://ds.haverford.edu/lancasterproject/api/users/8,True,"aesthetic, appearance, community, idleness and pleasurable looking, idling, Lancaster Avenue Arcades, leisure, recreation",http://ds.haverford.edu/lancasterproject/api/items/275
"|15|-8389236.8009709|4871546.9246064|osm
","October 29, 2014.","https://www.youtube.com/watch?v=40hNblIUjbg

The woods begins at 0:04.

",5,5,"Video by HIST348, October 29, 2014.",Martha Brown's Woods seen from Lancaster Ave.,2014-11-22T21:43:26+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=276,276,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-23T17:19:20+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"automobile, nature/vacuum, technology",http://ds.haverford.edu/lancasterproject/api/items/276
"|15|-8376381.0482777|4863764.679665|osm
","October 29, 2014","https://www.youtube.com/watch?v=9LSiVOT2Icc

Everyday, hundreds of commuters traverse the border between Overbrook and Overbrook Farms. The transition is quite stark visually, as the environment goes from businesses and store fronts on the sides of the avenue to trees. This distills the essence of the phantasmagoria of naturalism: these two zones are no different in their construction, yet the space between Woodbine Ave. and City Line Ave. attempts to hide the fact of its own construction.",5,5,"Video by HIST348, October 29, 2014.",Crossing the border into Overbrook Farms,2014-11-23T04:24:21+00:00,None,None,None,None,False,0,files,http://ds.haverford.edu/lancasterproject/api/files?item=277,277,21,Event,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/21,2014-11-23T04:24:21+00:00,9,users,http://ds.haverford.edu/lancasterproject/api/users/9,False,"automobile, borderlands, commute, nature/vacuum, travel",http://ds.haverford.edu/lancasterproject/api/items/277
"POLYGON((-8380787.4797621 4866662.837955,-8380644.1603341 4866581.6236125,-8380754.0385622 4866419.1949274,-8380849.5848475 4866361.8671562,-8380897.3579902 4866476.5226986,-8380787.4797621 4866662.837955))|15|-8380859.1394761|4866211.7549845|osm
Back Alleys off of Marlboro, Chatham and Wellington Road, Ardmore, PA, 1926-Present","1926-Present, Photo 2014",Alleyways off of the main development streets hide the transportation system from the facade of the home. The McClatchy homes are taken out of their historical and utility context by removing the advertised/experienced home from the reliance on modern cars and garbage men. ,6,5,"""Property Atlas of the Main Line, Penna. Including the Township of Lower Merion and the Borough of Narberth in Montgomery County and the Townships of Haverford and Radnor in Delaware County."" From Official Records, Private Plans and Actual Surveys. Compiled Under the Direction of and Published, Sold and Revised Exclusively by Franklin Survey Company, 116 North Seventh Street, Philadelphia, Pennsylvania."" Lower Merion Historical Society, 506 Bryn Mawr Ave, Bala Cynwyd, PA 19004.",Alleys and hidden transportation in Ardmore,2014-11-23T21:24:43+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=278,278,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-23T21:24:43+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/278
"POLYGON((-8380853.1678333 4866557.7370411,-8380824.5039477 4866538.6277841,-8380813.7549906 4866555.348384,-8380841.2245476 4866573.2633125,-8380853.1678333 4866557.7370411))|17|-8380808.9776763|4866522.5976554|osm
Cloverton Tennis Court (Formerly), Currently ~21 Church Road, Ardmore PA",1920,"The 1920 Atlas of the Main Line properties shows a single private place of recreation. The tennis court located on Frederick Bailey's property, ""Cloverton"" stands out as a point of luxury just six years before the estate became a split up development of around a hundred homes. ",7,5,"1920 Atlas, “Atlas of Properties on Main Line Pennsylvania Railroad From Overbrook to Paoli."" Compiled From Actual Surveys, Official Records and Private Plans by Ellis Kiser and J.M. Lathrop, Civil Engineers and From Original Surveys by Milton R. Yerkes, C.E.. Under the Direct Supervision and Management of A.H. Mueller, Publisher, 530 Locust Street, Philadelphia, Pennsylvania. Lower Merion Historical Society, 506 Bryn Mawr Ave, Bala Cynwyd, PA 19004.","Frederick Bailey's luxury, a sporting retreat",2014-11-23T21:36:11+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=280,280,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-23T21:36:47+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/280
"POLYGON((-8380703.2795981 4866505.7837484,-8380685.3646696 4866496.2291199,-8380689.5448196 4866489.0631485,-8380706.8625838 4866498.617777,-8380703.2795981 4866505.7837484))|18|-8380683.2745946|4866521.0580911|osm
22 Chatham Road, Ardmore PA, Summer, 1978",Summer 1978.,"Two photographs, one home. Advertisements relocating the center of the home through angles of photography, presence of vegetation covering it's twinness.",6,5,"22 Chatham Road, July 20, 1978 and 22 Chatham Raod, No Date. Main Line Board of Realtors Notecards, Located at the Lower Merion Historical Society, 506 Bryn Mawr Ave, Bala Cynwyd, PA 19004.","22 Chatham Road, Understood from two angles",2014-11-23T21:44:35+00:00,None,None,None,None,False,2,files,http://ds.haverford.edu/lancasterproject/api/files?item=281,281,20,Thing,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/20,2014-11-23T21:44:35+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/281
"POLYGON((-8380675.810041 4866492.6461341,-8380663.8667553 4866485.4801627,-8380669.2412339 4866477.1198628,-8380680.5873553 4866484.8829985,-8380679.990191 4866485.4801627,-8380675.810041 4866492.6461341))|18|-8380693.1278052|4866479.2565912|osm
23 Chatham Road, Ardmore PA, Summer 1984",Summer 1984,"Two advertisements for 23 Chatham Road both claim the loveliness of the porch, the convenience to the train and the portable dishwasher. 
The first of these, though, has a photograph of a completely different home located on Marlboro Road, a block away. The second has the correct Photograph. Where the mistake occurred, the value of information for the seller trumped the veracity of the Photograph. ",8,4,"23 Chatham Road, July 3, 1984 and 23 Chatham Rood, No Date. Main Line Board of Realtor Note cards, Located at the Lower Merion Historical Society, 506 Bryn Mawr Ave, Bala Cynwyd, PA 19004.","Mistaken Identity, Reprocessed",2014-11-23T22:10:20+00:00,None,None,None,None,False,2,files,http://ds.haverford.edu/lancasterproject/api/files?item=282,282,19,Place,item_types,http://ds.haverford.edu/lancasterproject/api/item_types/19,2014-11-23T22:11:15+00:00,11,users,http://ds.haverford.edu/lancasterproject/api/users/11,False,None,http://ds.haverford.edu/lancasterproject/api/items/282
None,None,None,None,None,None,Train icon (infill),2014-11-24T19:35:35+00:00,None,None,None,None,False,1,files,http://ds.haverford.edu/lancasterproject/api/files?item=283,283,None,None,None,None,2014-11-24T19:35:35+00:00,2,users,http://ds.haverford.edu/lancasterproject/api/users/2,False,None,http://ds.haverford.edu/lancasterproject/api/items/283
